Title,Description,Media URL,Link,Pinterest Board,Hashtags
Grizzly Bear Claw Pendant – Sterling Silver 3D Miniature Necklace Charm,"This claw is cast from a scaled down grizzly claw. The completely 3D claw looks is a perfect miniature creation of a grizzly bear claw measuring 1"" from top to bottom and 1-3/8"" around the outside curve. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_36531855065158.jpg?v=1768879194,https://moonraven.com/products/grizzly-bear-claw-pendant-necklace-in-sterling-silver?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#bearjewelry #bearclaw #sterlingsilverjewelry #925silver #necklace
Viper Snake Necklace - Realistic Snake Coil Jewelry,"Live dangerously with this little 1.75"" bronze viper hanging around your neck. The realistic scale detail is amazing and has been enhanced with a slight oxidization treatment. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_34462859427910.jpg?v=1768879159,https://moonraven.com/products/viper-snake-necklace-in-bronze?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#snakejewelry #serpentnecklace #bronzejewelry #handcraftedbronze #necklace
Velociraptor Skull Necklace - Realistic Dinosaur Skull Pendant Jewelry,This 3D velociraptor skull is an extremely accurate miniaturized version of the real thing. This little guy is only 30 mm long from the tip of his nose to the back of his skull. Handcrafted since 1974. Shop the collection.,https://cdn.shopify.com/s/files/1/0204/2526/files/01_34469756043334.jpg?v=1768879142,https://moonraven.com/products/velociraptor-dinosaur-claw-necklace-in-solid-sterling-silver?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Talismanic Jewelry,#skulljewelry #momentomori #necklace #pendantnecklace #handcraftedjewelry
Rod of Asclepius Pin,"The ancient symbol of healing, rendered with a serpent you can practically feel slithering up the staff. For those who've earned the right to wear it. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_34462746083398.jpg?v=1768879126,https://moonraven.com/products/rod-of-asclepius-lapel-pin-in-solid-stainless-steel?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#handcraftedjewelry #artisanjewelry #darkjewelry #symbolicjewelry
Velociraptor Skull Pendant - Stainless Steel Necklace With Miniature Dinosaur Charm,This 3D velociraptor skull is an extremely accurate miniaturized version of the real thing. This little guy is only 30 mm long from the tip of his nose to the back of his skull. Handcrafted since 1974. Shop the collection.,https://cdn.shopify.com/s/files/1/0204/2526/files/01_34495502123078.jpg?v=1768879096,https://moonraven.com/products/velociraptor-skull-pendant-necklace-in-solid-stainless-steel?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#skulljewelry #momentomori #necklace #pendantnecklace #charmnecklace
Black Bear Claw Necklace – Wildlife Inspired Solid Bronze Pendant,"This exquisite large black bear claw pendant is a remarkable piece of art, cast from a real claw using the lost wax hot cast bronze technique. Weighing 18 grams and measuring 2-3/4"" around the curve and 2"" from top to bottom, this pendant boasts an exceptionally highly polished finish that beautifully captures the natural detail of the claw. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_34469783961670.jpg?v=1768879073,https://moonraven.com/products/coyote-canine-tooth-necklace?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#bearjewelry #bearclaw #bronzejewelry #handcraftedbronze #necklace
Sterling Silver Necklace – 12mm Sand Dollar Charm | Ocean Inspired Jewelry,"I found it this tiny 12mm sand dollar this summer when our family traveled to a beautiful sandy beach about 3 hours from our home. It was tiny and perfect, it has been cast in solid sterling silver and the detail is absolutely amazing on both front and back. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_36531895959622.jpg?v=1768879069,https://moonraven.com/products/tiny-sand-dollar-necklace-in-sterling-silver?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#sterlingsilverjewelry #925silver #necklace #pendantnecklace #charmnecklace
Diving Sea Otter Earrings – Sterling Silver Animal Jewelry,"You'll love showing off these cute little diving sea otters as they playfully swim down with hopes of finding another clam for dinner. Cast in solid 925 sterling silver, these beautifully detailed otters measure a mere 1"" long and is completely 3D with a smooth mirror polished finish. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_36532289273926.jpg?v=1768879066,https://moonraven.com/products/diving-sea-otter-earrings?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#sterlingsilverjewelry #925silver #earrings #statementearrings #handcraftedjewelry
Turtle Shell Earrings – Handcrafted Sterling Silver Wildlife Inspired Jewelry,"These beautifully detailed 3D turtle shell earrings are a miniature version of my original full-size turtle shell design. Handcrafted in solid sterling silver, they are slightly oxidized to enhance every realistic segment and fine detail. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_34476747587654.jpg?v=1768879050,https://moonraven.com/products/turtle-shell-earrings?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#sterlingsilverjewelry #925silver #earrings #statementearrings #handcraftedjewelry
Raven Claw Ring – Handcrafted Bronze Wrap Ring With Unique Talon Design,Discover the allure of the wild with our Solid Bronze Unisex Raven Claw Ring! This exquisite and distinctive piece of jewelry is designed to captivate and inspire. Handcrafted since 1974. Shop the collection.,https://cdn.shopify.com/s/files/1/0204/2526/files/01_32794980253766.jpg?v=1768879043,https://moonraven.com/products/raven-claw-talon-wrap-ring-solid-hand-cast-jewelers-bronze?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#ravenjewelry #ravennecklace #bronzejewelry #handcraftedbronze #ring
Triceratops Skull Pendant Sterling Silver Necklace - Detailed Dinosaur Jewelry Charm,"This miniature 3D triceratops skull is extremely detailed considering it only measures 3/4"" long. It is made of highly polished sterling silver oxidized in the recesses to enhance the fine details. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722759024710.jpg?v=1768879024,https://moonraven.com/products/sterling-silver-triceratops-skull-pendant-25589?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Handcrafted Silver,#skulljewelry #momentomori #sterlingsilverjewelry #925silver #necklace
Kestrel Falcon Talon Pendant - Handcrafted Sterling Silver Bird Claw Necklace,"This beautiful 3D life-size Kestrel Falcon talon pendant is handcrafted in solid sterling silver, capturing every intricate detail of a real sparrowhawk talon. Expertly cast to showcase its natural form, this unique piece is a stunning representation of a raptor’s strength and grace. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722757681222.jpg?v=1768879006,https://moonraven.com/products/3d-life-size-sterling-silver-kestrel-63934?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#sterlingsilverjewelry #925silver #necklace #pendantnecklace #handcraftedjewelry
Elk Antler Choker Necklace,I have crossed two of my massive elk antlers and cast them into one solid bronze choker that will surely be the hit of the occasion. The finished piece is a combination of primal elegance and high fashion. Handcrafted since 1974. Shop the collection.,https://cdn.shopify.com/s/files/1/0204/2526/files/01_33829756796998.jpg?v=1768878987,https://moonraven.com/products/elk-antler-choker-necklace-in-solid-74246?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#antlerjewelry #deerantler #bronzejewelry #handcraftedbronze #necklace
Sterling Silver Pendant Grim Reaper Necklace - Dark Gothic Silver Scythe Jewelry,"This grim reapers scythe is cast in solid 925 sterling silver with an overall length of 1-1/4"". It is completely finished on both sides and is stamped 925 on the soldered triangle bail. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722752405574.jpg?v=1768878968,https://moonraven.com/products/grim-reaper-scythe-pendant-necklace-in-67102?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Handcrafted Silver,#sterlingsilverjewelry #925silver #necklace #pendantnecklace #handcraftedjewelry
Sterling Silver Tiki Pendant - Handcrafted Unique Tiki Mask Jewelry Charm,"Enhance your jewelry collection with this exquisite sterling silver Tiki mask pendant. Expertly cast in solid sterling silver, this unique pendant measures 3/4"" long by 1/2"" wide, making it a perfect piece for layering with other necklaces. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722751062086.jpg?v=1768878949,https://moonraven.com/products/sterling-silver-tiki-mask-pendant-small-37590?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Handcrafted Silver,#sterlingsilverjewelry #925silver #necklace #pendantnecklace #charmnecklace
Sterling Silver Pendant - Broadhead Hunting Necklace | Handmade Archery Jewelry Gift,Indulge the bow-hunting enthusiast in your life with our Sterling Silver 3D Pierced Broadhead Pendant. This stunning piece of handmade jewelry is the perfect gift for both huntresses and hunters. Handcrafted since 1974. Shop the collection.,https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722749096006.jpg?v=1768878934,https://moonraven.com/products/sterling-silver-3d-pierced-broadhead-15709?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#sterlingsilverjewelry #925silver #necklace #pendantnecklace #handcraftedjewelry
Grizzly Bear Necklace - Sterling Silver Skull Pendant with Oxidized Finish,"This three dimensional grizzly bear skull pendant necklace is cast in solid sterling silver and is perfectly proportional. The perfect gift for the hunter, oudoorsman or nature lover. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722745622598.jpg?v=1768878916,https://moonraven.com/products/grizzly-bear-skull-necklace-solid-74437?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#skulljewelry #momentomori #bearjewelry #bearclaw #sterlingsilverjewelry
Horseshoe Crab Pendant - Handcrafted Sterling Silver Necklace,"Discover the timeless beauty of the ocean with this Sterling Silver Horseshoe Crab Pendant, a detailed reproduction of a horseshoe crab found while beachcombing on a Florida beach several years ago. Cast in solid sterling silver, this exquisite piece captures every delicate detail of both the top and bottom of the original crab. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722743787590.jpg?v=1768878900,https://moonraven.com/products/sterling-silver-horseshoe-crab-pendant-93510?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Handcrafted Silver,#horsejewelry #equestrianjewelry #sterlingsilverjewelry #925silver #necklace
Silver Bison Necklace – Handcrafted Sterling Silver Jewelry With Bison Skull Pendant,"Elevate your style with this striking Bison Skull Necklace, crafted in solid sterling silver. Adding a touch of Americana to any ensemble, this meticulously detailed pendant measures 1"" long and captures the essence of the American West. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722739298374.jpg?v=1768878882,https://moonraven.com/products/solid-sterling-silver-bison-skull-95133?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Handcrafted Silver,#skulljewelry #momentomori #sterlingsilverjewelry #925silver #necklace
Sabrer Tooth Necklace – Sterling Silver Pendant | Ice Age Inspired Jewelry,"This miniature 3D sabre tooth cat skull is extremely detailed considering it only measures 5/8"" long. It is made of highly polished 925 sterling silver oxidized in the recesses to enhance the fine details. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722733432902.jpg?v=1768878864,https://moonraven.com/products/sabre-tooth-animal-skull-charm-pendant-00458?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Handcrafted Silver,#skulljewelry #momentomori #sterlingsilverjewelry #925silver #necklace
Sterling Silver Raven Necklace – Hand Cast Bird Pendant with Feather Detail,"This standing raven is cast in solid sterling silver. The feather detail in nicely defined for such a small piece as it only measures a1-1/8"" across. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722727370822.jpg?v=1768878845,https://moonraven.com/products/silver-standing-raven-necklace-charm-83407?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#ravenjewelry #ravennecklace #featherjewelry #feathernecklace #sterlingsilverjewelry
Baby Possum Pendant Sterling Silver Necklace – Unique Animal Jewelry Gift,"Celebrate the charm of the adorable baby Virginia Opossum with this intricately crafted necklace, cast in solid sterling silver. This delightful little marsupial pendant features a tail wrapped around the chain of your choice, showcasing remarkable realistic detail, including the pads on the bottom of his tiny feet. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722714755142.jpg?v=1768878826,https://moonraven.com/products/hanging-baby-possum-pendant-necklace-37660?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#sterlingsilverjewelry #925silver #necklace #pendantnecklace #charmnecklace
Raven Claw Ring – Sterling Silver Wrap Ring Design With Intricate Detailing,"Discover the enchanting allure of our Handcrafted 3D Raven Claw Ring, exquisitely fashioned from solid sterling silver. This captivating ring is meticulously designed to mimic a raven's foot, enveloping your finger in a striking and detailed representation of nature's elegance. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722664783942.jpg?v=1768878793,https://moonraven.com/products/raven-claw-talon-wrap-ring-solid-hand-00268?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#ravenjewelry #ravennecklace #sterlingsilverjewelry #925silver #ring
Bobcat Claw Pendant - Bronze Claw Necklace With Polished Knuckle Detail,"This highly detailed 3D bobcat claw pendant is cast in solid silicon bronze from an actual bobcat claw, preserving every natural contour and surface detail of the original. The result is a strikingly lifelike piece that captures the raw elegance and strength of the bobcat. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722366332998.jpg?v=1768878775,https://moonraven.com/products/3d-bobcat-claw-pendant-necklace-in-solid-66898?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#bronzejewelry #handcraftedbronze #necklace #pendantnecklace #handcraftedjewelry
Bobcat Claw Pendant Sterling Silver Necklace - Realistic Wild Cat Jewelry Accessory,"Discover the wild elegance of nature with our Sterling Silver 3D Bobcat Claw Pendant. This unique piece is cast in solid sterling silver from an authentic bobcat claw, capturing every intricate detail of the original. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722362925126.jpg?v=1768878755,https://moonraven.com/products/sterling-silver-3d-bobcat-claw-pendant-57579?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#sterlingsilverjewelry #925silver #necklace #pendantnecklace #handcraftedjewelry
Bronze Bird Pendant – Spotted Towhee Foot Necklace | Handcrafted Nature Jewelry Gift,"This stunning bronze pendant is a beautiful tribute to nature's resilience. Crafted from the preserved foot of a spotted towhee, this piece captures the delicate yet striking details of the bird's claw. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722361811014.jpg?v=1768878737,https://moonraven.com/products/bronze-spotted-towhee-bird-foot-pendant-80731?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Handcrafted Bronze,#bronzejewelry #handcraftedbronze #necklace #pendantnecklace #handcraftedjewelry
T-Rex Skull Necklace – Sterling Silver Dinosaur Pendant,"This 3D tyrannosaurus rex skull is an extremely accurate miniaturized version of the real thing. A life size T-rex skull is over four feet long, this little guy is only 1"" long from the tip of his nose to the back of his skull. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722359812166.jpg?v=1768878719,https://moonraven.com/products/silver-t-rex-skull-pendant-necklace-in-11049?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Handcrafted Silver,#skulljewelry #momentomori #sterlingsilverjewelry #925silver #necklace
Whale Shark Ring – Sterling Silver Low Profile Ocean Animal Jewelry,"This sleek low-profile whale shark ring is just the thing for anyone who admires these gentle behemoths of the deep. It is cast in solid sterling silver, slightly oxidized in the recesses to bring out all the details. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722355716166.jpg?v=1768878706,https://moonraven.com/products/whale-shark-wrap-ring-solid-925-60701?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Handcrafted Silver,#sterlingsilverjewelry #925silver #ring #statementring #handcraftedjewelry
Whale Tail Charm,"That moment before the dive—the fluke raised, water streaming. Fits Pandora and similar bracelets for a touch of whale song wherever you go. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722351325254.jpg?v=1768878690,https://moonraven.com/products/whale-tail-925-sterling-silver-european-87563?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Handcrafted Bronze,#bracelet #handcraftedbracelet #charmnecklace #charmjewelry #handcraftedjewelry
Mermaid Necklace - Sterling Silver,"This three dimensional mermaid is cast of sterling silver, it is a solid sterling casting not hollow. Being expertly detailed on all sides, it can be worn with either side showing. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722343034950.jpg?v=1768878673,https://moonraven.com/products/mermaid-charm-pendant-necklace-solid-04933?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Handcrafted Silver,#sterlingsilverjewelry #925silver #necklace #pendantnecklace #handcraftedjewelry
Whale Charm Pendant - Solid Bronze 3D Ocean Animal Necklace Gift,My breaching humpback whale is the perfect gift for anyone that appreciates these magnificent ocean mammals. This whale is completely three dimensional. Handcrafted since 1974. Shop the collection.,https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722340511814.jpg?v=1768878658,https://moonraven.com/products/whale-charm-pendant-necklace-solid-hand-30773?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Handcrafted Bronze,#bronzejewelry #handcraftedbronze #necklace #pendantnecklace #charmnecklace
Unicorn Skull Ring – Silver Plated Fantasy Statement Ring with Spiral Horn Accessory,Fantasy meets mortality. The spiral horn rises from a skull that proves even magic has an anatomy. Handcrafted since 1974. Shop the collection.,https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722339037254.jpg?v=1768878645,https://moonraven.com/products/unicorn-skull-ring-solid-hand-cast-77806?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Handcrafted Silver,#skulljewelry #momentomori #sterlingsilverjewelry #925silver #ring
Horse Skull Ring - Unique Statement Silver Plated Ring With Fine Detail,Equine elegance stripped to the bone. The long skull wraps your finger with a grace that transcends the macabre. Handcrafted since 1974. Shop the collection.,https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722337398854.jpg?v=1768878629,https://moonraven.com/products/horse-skull-ring-solid-hand-cast-silver-37503?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Wildlife Jewelry,#skulljewelry #momentomori #bonejewelry #bonenecklace #horsejewelry
Owl Skull Pendant,Those huge eye sockets that once held night vision are now windows in silver. Wisdom's final form. Handcrafted since 1974. Shop the collection.,https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722332516422.jpg?v=1768878611,https://moonraven.com/products/owl-skull-charm-pendant-necklace-solid-88527?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Talismanic Jewelry,#skulljewelry #momentomori #eyejewelry #evileye #sterlingsilverjewelry
Vampire Nail Necklace - Handcrafted Gothic Bronze Pendant Necklace,"Made of oxidized red bronze, this piece is finished on all four sides. It measures 1-5/8"" long and a full 3/8"" across the pyramid shaped head. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722326585414.jpg?v=1768878595,https://moonraven.com/products/nail-pendant-necklace-casket-nail-vampire-20610?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Handcrafted Bronze,#bronzejewelry #handcraftedbronze #necklace #pendantnecklace #handcraftedjewelry
Victorian Bird Skull Locket – Antique Brass Necklace With Memory Photo Pendant,"This aged solid brass locket combines vintage charm with gothic elegance, featuring a beautifully detailed solid bronze bird skull on the front. Expertly oxidized inside and out for an antique patina, this unique piece is perfect for storing cherished memories. Handcrafted since 1974. Shop the collection.",https://cdn.shopify.com/s/files/1/0204/2526/files/01_32722316066886.jpg?v=1768878580,https://moonraven.com/products/antique-brass-victorian-bird-skull-19254?utm_source=pinterest&utm_medium=organic&utm_campaign=launch,Handcrafted Bronze,#skulljewelry #momentomori #bronzejewelry #handcraftedbronze #necklace
